An_Example_Of_C3D8
36	1	1	1
1	1	1	1	1	1	1	0	0	0
2	0	1	1	1	1	1	1	0	0
3	0	1	1	1	1	1	2	0	0
4	0	0	1	1	1	1	0	1	0
5	0	0	1	1	1	1	1	1	0
6	0	0	1	1	1	1	2	1	0
7	0	0	1	1	1	1	0	2	0
8	0	0	1	1	1	1	1	2	0
9	0	0	1	1	1	1	2	2	0
10	0	0	0	1	1	1	0	0	1
11	0	0	0	1	1	1	1	0	1
12	0	0	0	1	1	1	2	0	1
13	0	0	0	1	1	1	0	1	1
14	0	0	0	1	1	1	1	1	1
15	0	0	0	1	1	1	2	1	1
16	0	0	0	1	1	1	0	2	1
17	0	0	0	1	1	1	1	2	1
18	0	0	0	1	1	1	2	2	1
19	0	0	0	1	1	1	0	0	2
20	0	0	0	1	1	1	1	0	2
21	0	0	0	1	1	1	2	0	2
22	0	0	0	1	1	1	0	1	2
23	0	0	0	1	1	1	1	1	2
24	0	0	0	1	1	1	2	1	2
25	0	0	0	1	1	1	0	2	2
26	0	0	0	1	1	1	1	2	2
27	0	0	0	1	1	1	2	2	2
28	0	0	0	1	1	1	0	0	3
29	0	0	0	1	1	1	1	0	3
30	0	0	0	1	1	1	2	0	3
31	0	0	0	1	1	1	0	1	3
32	0	0	0	1	1	1	1	1	3
33	0	0	0	1	1	1	2	1	3
34	0	0	0	1	1	1	0	2	3
35	0	0	0	1	1	1	1	2	3
36	0	0	0	1	1	1	2	2	3
1	9
28	3	-10
29	3	-20 
30	3	-10  
31	3	-20
32	3	-40
33	3	-20 
34	3	-10  
35	3	-20
36	3	-10       
4	12	1	
1	1e8	0.3	
1	1	2	5	4	10	11	14	13	1
2	2	3	6	5	11	12	15	14	1
3	4	5	8	7	13	14	17	16	1
4	5	6	9	8	14	15	18	17	1
5	10	11	14	13	19	20	23	22	1
6	11	12	15	14	20	21	24	23	1
7	13	14	17	16	22	23	26	25	1
8	14	15	18	17	23	24	27	26	1
9	19	20	23	22	28	29	32	31	1
10	20	21	24	23	29	30	33	32	1
11	22	23	26	25	31	32	35	34	1
12	23	24	27	26	32	33	36	35	1
